region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Monastir,Delphin El Habib,2024-10-28,0.61,184,13,15640,3
Tunis,Laico Tunis Hotel,2024-10-29,0.74,170,7,29750,4
Tunis,Hotel Africa Tunis,2024-10-29,0.74,108,4,11016,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-10-29,0.75,108,6,28080,5
Sousse,El Mouradi Palace,2024-10-29,0.69,96,8,10752,4
Sousse,Marhaba Beach Hotel,2024-10-29,0.73,179,9,18258,4
Sousse,Riadh Palms Resort,2024-10-29,0.54,85,10,11900,4
Hammamet,La Badira,2024-10-29,0.72,90,8,17730,5
Hammamet,Iberostar Averroes,2024-10-29,0.66,191,11,22920,4
Hammamet,Hasdrubal Thalassa & Spa,2024-10-29,0.75,112,4,28224,5
Djerba,Radisson Blu Palace Resort Djerba,2024-10-29,0.73,187,5,65076,5
Djerba,Iberostar Mehari Djerba,2024-10-29,0.69,180,13,18900,4
Djerba,Vincci Helios Beach,2024-10-29,0.64,109,9,14061,4
Monastir,Hilton Skanes Monastir Beach,2024-10-29,0.72,184,14,59064,5
Monastir,One Resort Monastir,2024-10-29,0.64,72,3,11952,4
Monastir,Delphin El Habib,2024-10-29,0.47,80,2,7200,3
Tunis,Laico Tunis Hotel,2024-10-30,0.69,171,16,29925,4
Tunis,Hotel Africa Tunis,2024-10-30,0.72,96,6,10464,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-10-30,0.7,185,18,48285,5
Sousse,El Mouradi Palace,2024-10-30,0.59,117,8,11700,4
Sousse,Marhaba Beach Hotel,2024-10-30,0.63,105,9,17745,4
Sousse,Riadh Palms Resort,2024-10-30,0.62,159,16,17331,4
Hammamet,La Badira,2024-10-30,0.77,147,16,32046,5
Hammamet,Iberostar Averroes,2024-10-30,0.7,162,16,23004,4
Hammamet,Hasdrubal Thalassa & Spa,2024-10-30,0.85,76,7,22268,5
Djerba,Radisson Blu Palace Resort Djerba,2024-10-30,0.77,141,12,47940,5
Djerba,Iberostar Mehari Djerba,2024-10-30,0.7,63,5,9009,4
Djerba,Vincci Helios Beach,2024-10-30,0.55,86,7,14964,4
Monastir,Hilton Skanes Monastir Beach,2024-10-30,0.73,112,10,31584,5
Monastir,One Resort Monastir,2024-10-30,0.56,180,18,24480,4
Monastir,Delphin El Habib,2024-10-30,0.62,162,9,12798,3
Tunis,Laico Tunis Hotel,2024-10-31,0.7,117,7,16029,4
Tunis,Hotel Africa Tunis,2024-10-31,0.56,162,10,17496,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-10-31,0.71,73,5,23798,5
Sousse,El Mouradi Palace,2024-10-31,0.71,177,11,19824,4
Sousse,Marhaba Beach Hotel,2024-10-31,0.76,145,15,21170,4
Sousse,Riadh Palms Resort,2024-10-31,0.65,126,8,15120,4
Hammamet,La Badira,2024-10-31,0.74,183,8,52887,5
Hammamet,Iberostar Averroes,2024-10-31,0.54,164,14,17548,4
Hammamet,Hasdrubal Thalassa & Spa,2024-10-31,0.8,163,19,36023,5
Djerba,Radisson Blu Palace Resort Djerba,2024-10-31,0.73,161,10,36225,5
Djerba,Iberostar Mehari Djerba,2024-10-31,0.68,58,6,10150,4
Djerba,Vincci Helios Beach,2024-10-31,0.75,51,1,8007,4
Monastir,Hilton Skanes Monastir Beach,2024-10-31,0.68,89,6,22072,5
Monastir,One Resort Monastir,2024-10-31,0.72,126,9,22176,4
Monastir,Delphin El Habib,2024-10-31,0.55,122,9,10614,3
Tunis,Laico Tunis Hotel,2024-11-01,0.66,118,5,14750,4
Tunis,Hotel Africa Tunis,2024-11-01,0.55,56,3,7952,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-01,0.79,59,5,11623,5
Sousse,El Mouradi Palace,2024-11-01,0.72,59,4,10266,4
Sousse,Marhaba Beach Hotel,2024-11-01,0.63,182,9,28210,4
Sousse,Riadh Palms Resort,2024-11-01,0.65,103,11,11742,4
Hammamet,La Badira,2024-11-01,0.78,46,3,14122,5
Hammamet,Iberostar Averroes,2024-11-01,0.73,171,14,21546,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-01,0.77,107,12,37450,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-01,0.75,89,10,19135,5
Djerba,Iberostar Mehari Djerba,2024-11-01,0.59,79,5,11692,4
Djerba,Vincci Helios Beach,2024-11-01,0.75,139,16,16124,4
Monastir,Hilton Skanes Monastir Beach,2024-11-01,0.75,189,14,54621,5
Monastir,One Resort Monastir,2024-11-01,0.66,72,6,9792,4
Monastir,Delphin El Habib,2024-11-01,0.65,169,18,15379,3
Tunis,Laico Tunis Hotel,2024-11-02,0.72,179,16,17900,4
Tunis,Hotel Africa Tunis,2024-11-02,0.71,135,7,14715,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-02,0.7,124,8,39804,5
Sousse,El Mouradi Palace,2024-11-02,0.54,63,6,6300,4
Sousse,Marhaba Beach Hotel,2024-11-02,0.74,82,9,12218,4
Sousse,Riadh Palms Resort,2024-11-02,0.74,100,10,11900,4
Hammamet,La Badira,2024-11-02,0.85,166,12,49634,5
Hammamet,Iberostar Averroes,2024-11-02,0.7,139,6,24464,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-02,0.69,71,5,21584,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-02,0.72,192,14,38208,5
Djerba,Iberostar Mehari Djerba,2024-11-02,0.62,47,4,6016,4
Djerba,Vincci Helios Beach,2024-11-02,0.7,132,4,23100,4
Monastir,Hilton Skanes Monastir Beach,2024-11-02,0.69,150,13,41850,5
Monastir,One Resort Monastir,2024-11-02,0.68,108,6,15876,4
Monastir,Delphin El Habib,2024-11-02,0.63,176,15,13728,3
Tunis,Laico Tunis Hotel,2024-11-03,0.6,183,19,26535,4
Tunis,Hotel Africa Tunis,2024-11-03,0.56,113,10,17402,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-03,0.71,115,8,36455,5
Sousse,El Mouradi Palace,2024-11-03,0.61,64,3,6912,4
Sousse,Marhaba Beach Hotel,2024-11-03,0.6,89,6,12905,4
Sousse,Riadh Palms Resort,2024-11-03,0.64,177,6,18585,4
Hammamet,La Badira,2024-11-03,0.76,99,7,30294,5
Hammamet,Iberostar Averroes,2024-11-03,0.66,143,12,20735,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-03,0.72,151,12,41978,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-03,0.85,113,12,23956,5
Djerba,Iberostar Mehari Djerba,2024-11-03,0.65,82,3,12792,4
Djerba,Vincci Helios Beach,2024-11-03,0.69,96,7,16416,4
Monastir,Hilton Skanes Monastir Beach,2024-11-03,0.78,189,15,41958,5
Monastir,One Resort Monastir,2024-11-03,0.68,119,5,16779,4
Monastir,Delphin El Habib,2024-11-03,0.58,153,5,11628,3
Tunis,Laico Tunis Hotel,2024-11-04,0.55,86,7,12298,4
Tunis,Hotel Africa Tunis,2024-11-04,0.56,166,18,20916,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-04,0.76,146,6,31098,5
Sousse,El Mouradi Palace,2024-11-04,0.66,118,9,16874,4
Sousse,Marhaba Beach Hotel,2024-11-04,0.7,87,10,13920,4
Sousse,Riadh Palms Resort,2024-11-04,0.72,52,2,6240,4
Hammamet,La Badira,2024-11-04,0.68,131,15,32750,5
Hammamet,Iberostar Averroes,2024-11-04,0.57,131,10,18078,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-04,0.68,122,4,35258,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-04,0.75,192,18,61440,5
Djerba,Iberostar Mehari Djerba,2024-11-04,0.59,177,11,26904,4
Djerba,Vincci Helios Beach,2024-11-04,0.74,71,4,8449,4
Monastir,Hilton Skanes Monastir Beach,2024-11-04,0.77,162,11,31914,5
Monastir,One Resort Monastir,2024-11-04,0.61,127,11,22606,4
Monastir,Delphin El Habib,2024-11-04,0.5,72,3,5760,3
Tunis,Laico Tunis Hotel,2024-11-05,0.54,99,11,16038,4
Tunis,Hotel Africa Tunis,2024-11-05,0.62,76,2,9348,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-05,0.81,147,12,46452,5
Sousse,El Mouradi Palace,2024-11-05,0.57,93,2,13764,4
Sousse,Marhaba Beach Hotel,2024-11-05,0.71,55,3,7755,4
Sousse,Riadh Palms Resort,2024-11-05,0.74,82,7,13366,4
Hammamet,La Badira,2024-11-05,0.71,180,7,57060,5
Hammamet,Iberostar Averroes,2024-11-05,0.71,51,2,8466,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-05,0.82,155,8,48205,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-05,0.68,174,19,33756,5
Djerba,Iberostar Mehari Djerba,2024-11-05,0.7,71,4,8591,4
Djerba,Vincci Helios Beach,2024-11-05,0.55,150,17,18300,4
Monastir,Hilton Skanes Monastir Beach,2024-11-05,0.82,142,4,46576,5
Monastir,One Resort Monastir,2024-11-05,0.65,161,11,19642,4
Monastir,Delphin El Habib,2024-11-05,0.54,90,3,5760,3
Tunis,Laico Tunis Hotel,2024-11-06,0.55,85,2,10710,4
Tunis,Hotel Africa Tunis,2024-11-06,0.76,118,3,20532,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-06,0.71,157,12,51967,5
Sousse,El Mouradi Palace,2024-11-06,0.59,98,4,9800,4
Sousse,Marhaba Beach Hotel,2024-11-06,0.56,195,11,28275,4
Sousse,Riadh Palms Resort,2024-11-06,0.75,103,10,11330,4
Hammamet,La Badira,2024-11-06,0.73,63,6,13986,5
Hammamet,Iberostar Averroes,2024-11-06,0.56,106,10,17702,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-06,0.8,192,19,43200,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-06,0.81,84,3,28644,5
Djerba,Iberostar Mehari Djerba,2024-11-06,0.67,186,10,27528,4
Djerba,Vincci Helios Beach,2024-11-06,0.76,180,11,30240,4
Monastir,Hilton Skanes Monastir Beach,2024-11-06,0.82,80,6,15120,5
Monastir,One Resort Monastir,2024-11-06,0.67,69,4,11937,4
Monastir,Delphin El Habib,2024-11-06,0.55,126,8,9324,3
Tunis,Laico Tunis Hotel,2024-11-07,0.55,135,8,18360,4
Tunis,Hotel Africa Tunis,2024-11-07,0.57,145,13,15660,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-07,0.85,54,5,18846,5
Sousse,El Mouradi Palace,2024-11-07,0.67,99,5,17325,4
Sousse,Marhaba Beach Hotel,2024-11-07,0.63,63,6,9198,4
Sousse,Riadh Palms Resort,2024-11-07,0.62,147,13,20874,4
Hammamet,La Badira,2024-11-07,0.85,148,15,28860,5
Hammamet,Iberostar Averroes,2024-11-07,0.58,82,6,12300,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-07,0.8,122,10,28060,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-07,0.72,148,13,45288,5
Djerba,Iberostar Mehari Djerba,2024-11-07,0.76,98,3,12152,4
Djerba,Vincci Helios Beach,2024-11-07,0.73,90,7,16020,4
Monastir,Hilton Skanes Monastir Beach,2024-11-07,0.84,81,3,22275,5
Monastir,One Resort Monastir,2024-11-07,0.59,182,12,19110,4
Monastir,Delphin El Habib,2024-11-07,0.53,47,4,4183,3
Tunis,Laico Tunis Hotel,2024-11-08,0.65,98,3,17052,4
Tunis,Hotel Africa Tunis,2024-11-08,0.63,126,9,18774,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-08,0.77,136,12,33864,5
Sousse,El Mouradi Palace,2024-11-08,0.6,158,6,27492,4
Sousse,Marhaba Beach Hotel,2024-11-08,0.57,76,5,7752,4
Sousse,Riadh Palms Resort,2024-11-08,0.55,45,2,5850,4
Hammamet,La Badira,2024-11-08,0.78,111,11,36297,5
Hammamet,Iberostar Averroes,2024-11-08,0.74,94,5,16356,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-08,0.7,65,7,20345,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-08,0.69,57,2,11343,5
Djerba,Iberostar Mehari Djerba,2024-11-08,0.66,102,4,14688,4
Djerba,Vincci Helios Beach,2024-11-08,0.58,124,10,14136,4
Monastir,Hilton Skanes Monastir Beach,2024-11-08,0.71,135,15,35370,5
Monastir,One Resort Monastir,2024-11-08,0.59,192,17,32256,4
Monastir,Delphin El Habib,2024-11-08,0.46,56,3,4256,3
Tunis,Laico Tunis Hotel,2024-11-09,0.56,125,7,22500,4
Tunis,Hotel Africa Tunis,2024-11-09,0.59,177,12,19293,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-09,0.68,76,8,16264,5
Sousse,El Mouradi Palace,2024-11-09,0.56,81,6,12069,4
Sousse,Marhaba Beach Hotel,2024-11-09,0.57,157,15,15857,4
Sousse,Riadh Palms Resort,2024-11-09,0.7,157,9,24335,4
Hammamet,La Badira,2024-11-09,0.68,164,10,40180,5
Hammamet,Iberostar Averroes,2024-11-09,0.63,46,3,8188,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-09,0.7,150,17,46050,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-09,0.75,128,10,32000,5
Djerba,Iberostar Mehari Djerba,2024-11-09,0.57,63,6,9261,4
Djerba,Vincci Helios Beach,2024-11-09,0.64,196,18,19796,4
Monastir,Hilton Skanes Monastir Beach,2024-11-09,0.71,124,5,24800,5
Monastir,One Resort Monastir,2024-11-09,0.73,155,11,15500,4
Monastir,Delphin El Habib,2024-11-09,0.67,75,8,5925,3
Tunis,Laico Tunis Hotel,2024-11-10,0.67,188,9,27260,4
Tunis,Hotel Africa Tunis,2024-11-10,0.6,139,4,18209,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-10,0.79,126,10,28980,5
Sousse,El Mouradi Palace,2024-11-10,0.64,102,4,10608,4
Sousse,Marhaba Beach Hotel,2024-11-10,0.63,154,10,17402,4
Sousse,Riadh Palms Resort,2024-11-10,0.73,132,5,19800,4
Hammamet,La Badira,2024-11-10,0.72,166,11,35524,5
Hammamet,Iberostar Averroes,2024-11-10,0.72,187,15,21318,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-10,0.79,180,13,55440,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-10,0.75,172,9,54352,5
Djerba,Iberostar Mehari Djerba,2024-11-10,0.72,60,3,7620,4
Djerba,Vincci Helios Beach,2024-11-10,0.76,180,12,22320,4
Monastir,Hilton Skanes Monastir Beach,2024-11-10,0.79,94,5,21808,5
Monastir,One Resort Monastir,2024-11-10,0.75,162,9,25272,4
Monastir,Delphin El Habib,2024-11-10,0.67,66,2,6864,3
Tunis,Laico Tunis Hotel,2024-11-11,0.58,182,12,20748,4
Tunis,Hotel Africa Tunis,2024-11-11,0.64,73,4,10439,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-11,0.79,182,16,43680,5
Sousse,El Mouradi Palace,2024-11-11,0.73,175,17,20825,4
Sousse,Marhaba Beach Hotel,2024-11-11,0.76,195,6,22035,4
Sousse,Riadh Palms Resort,2024-11-11,0.73,150,15,24750,4
Hammamet,La Badira,2024-11-11,0.8,64,3,17984,5
Hammamet,Iberostar Averroes,2024-11-11,0.59,99,9,16335,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-11,0.74,93,9,20367,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-11,0.71,121,8,30613,5
Djerba,Iberostar Mehari Djerba,2024-11-11,0.72,68,4,10948,4
Djerba,Vincci Helios Beach,2024-11-11,0.54,111,3,17649,4
Monastir,Hilton Skanes Monastir Beach,2024-11-11,0.83,102,8,19482,5
Monastir,One Resort Monastir,2024-11-11,0.6,135,13,20790,4
Monastir,Delphin El Habib,2024-11-11,0.47,107,9,8025,3
Tunis,Laico Tunis Hotel,2024-11-12,0.73,192,11,29760,4
Tunis,Hotel Africa Tunis,2024-11-12,0.58,94,9,12690,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-12,0.76,103,11,20394,5
Sousse,El Mouradi Palace,2024-11-12,0.54,138,7,16836,4
Sousse,Marhaba Beach Hotel,2024-11-12,0.71,114,12,11514,4
Sousse,Riadh Palms Resort,2024-11-12,0.63,163,7,18256,4
Hammamet,La Badira,2024-11-12,0.71,93,3,32085,5
Hammamet,Iberostar Averroes,2024-11-12,0.56,87,4,11658,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-12,0.76,158,7,54668,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-12,0.69,84,6,20664,5
Djerba,Iberostar Mehari Djerba,2024-11-12,0.58,198,17,27720,4
Djerba,Vincci Helios Beach,2024-11-12,0.7,147,7,22932,4
Monastir,Hilton Skanes Monastir Beach,2024-11-12,0.69,145,14,41325,5
Monastir,One Resort Monastir,2024-11-12,0.7,193,17,24318,4
Monastir,Delphin El Habib,2024-11-12,0.67,110,9,9460,3
Tunis,Laico Tunis Hotel,2024-11-13,0.73,153,14,19278,4
Tunis,Hotel Africa Tunis,2024-11-13,0.69,90,3,13230,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-13,0.81,63,2,21357,5
Sousse,El Mouradi Palace,2024-11-13,0.64,47,4,4700,4
Sousse,Marhaba Beach Hotel,2024-11-13,0.56,59,5,6549,4
Sousse,Riadh Palms Resort,2024-11-13,0.59,108,12,11880,4
Hammamet,La Badira,2024-11-13,0.76,69,5,22839,5
Hammamet,Iberostar Averroes,2024-11-13,0.71,156,14,19188,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-13,0.83,71,5,17111,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-13,0.81,149,11,49617,5
Djerba,Iberostar Mehari Djerba,2024-11-13,0.63,144,11,22896,4
Djerba,Vincci Helios Beach,2024-11-13,0.66,166,5,19588,4
Monastir,Hilton Skanes Monastir Beach,2024-11-13,0.74,55,5,16885,5
Monastir,One Resort Monastir,2024-11-13,0.62,70,2,7140,4
Monastir,Delphin El Habib,2024-11-13,0.48,64,2,5824,3
Tunis,Laico Tunis Hotel,2024-11-14,0.73,58,6,9048,4
Tunis,Hotel Africa Tunis,2024-11-14,0.75,54,5,9234,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-14,0.77,180,18,55620,5
Sousse,El Mouradi Palace,2024-11-14,0.63,196,19,24500,4
Sousse,Marhaba Beach Hotel,2024-11-14,0.6,187,7,23749,4
Sousse,Riadh Palms Resort,2024-11-14,0.71,53,5,5777,4
Hammamet,La Badira,2024-11-14,0.77,188,9,57340,5
Hammamet,Iberostar Averroes,2024-11-14,0.72,144,8,20880,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-14,0.74,54,3,15336,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-14,0.81,102,9,29274,5
Djerba,Iberostar Mehari Djerba,2024-11-14,0.61,103,11,13905,4
Djerba,Vincci Helios Beach,2024-11-14,0.72,176,16,25696,4
Monastir,Hilton Skanes Monastir Beach,2024-11-14,0.75,138,12,28152,5
Monastir,One Resort Monastir,2024-11-14,0.58,147,12,22785,4
Monastir,Delphin El Habib,2024-11-14,0.64,107,6,6848,3
Tunis,Laico Tunis Hotel,2024-11-15,0.6,88,10,13464,4
Tunis,Hotel Africa Tunis,2024-11-15,0.59,159,6,20034,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-15,0.82,177,12,52038,5
Sousse,El Mouradi Palace,2024-11-15,0.55,134,4,17956,4
Sousse,Marhaba Beach Hotel,2024-11-15,0.56,184,20,25760,4
Sousse,Riadh Palms Resort,2024-11-15,0.6,175,15,29050,4
Hammamet,La Badira,2024-11-15,0.82,108,5,35424,5
Hammamet,Iberostar Averroes,2024-11-15,0.58,54,4,8640,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-15,0.8,57,3,10944,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-15,0.84,173,10,39617,5
Djerba,Iberostar Mehari Djerba,2024-11-15,0.58,64,4,10944,4
Djerba,Vincci Helios Beach,2024-11-15,0.6,76,2,9196,4
Monastir,Hilton Skanes Monastir Beach,2024-11-15,0.85,69,6,13524,5
Monastir,One Resort Monastir,2024-11-15,0.65,58,4,7946,4
Monastir,Delphin El Habib,2024-11-15,0.55,117,3,10296,3
Tunis,Laico Tunis Hotel,2024-11-16,0.6,96,7,12384,4
Tunis,Hotel Africa Tunis,2024-11-16,0.64,98,4,14308,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-16,0.71,119,11,35343,5
Sousse,El Mouradi Palace,2024-11-16,0.72,54,4,6804,4
Sousse,Marhaba Beach Hotel,2024-11-16,0.59,188,7,31396,4
Sousse,Riadh Palms Resort,2024-11-16,0.6,182,21,26026,4
Hammamet,La Badira,2024-11-16,0.76,179,11,41886,5
Hammamet,Iberostar Averroes,2024-11-16,0.75,99,3,17127,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-16,0.74,85,9,29750,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-16,0.79,56,4,17024,5
Djerba,Iberostar Mehari Djerba,2024-11-16,0.75,67,5,11792,4
Djerba,Vincci Helios Beach,2024-11-16,0.75,68,6,10608,4
Monastir,Hilton Skanes Monastir Beach,2024-11-16,0.75,180,20,61920,5
Monastir,One Resort Monastir,2024-11-16,0.69,182,16,30212,4
Monastir,Delphin El Habib,2024-11-16,0.48,65,3,4745,3
Tunis,Laico Tunis Hotel,2024-11-17,0.57,80,6,12000,4
Tunis,Hotel Africa Tunis,2024-11-17,0.69,49,4,8624,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-17,0.81,191,12,39346,5
Sousse,El Mouradi Palace,2024-11-17,0.65,127,7,20193,4
Sousse,Marhaba Beach Hotel,2024-11-17,0.67,56,4,9744,4
Sousse,Riadh Palms Resort,2024-11-17,0.58,100,3,14800,4
Hammamet,La Badira,2024-11-17,0.73,153,14,40545,5
Hammamet,Iberostar Averroes,2024-11-17,0.64,52,5,8424,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-17,0.78,68,3,16252,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-17,0.78,99,8,18414,5
Djerba,Iberostar Mehari Djerba,2024-11-17,0.56,84,6,12936,4
Djerba,Vincci Helios Beach,2024-11-17,0.54,114,12,14364,4
Monastir,Hilton Skanes Monastir Beach,2024-11-17,0.75,92,8,17020,5
Monastir,One Resort Monastir,2024-11-17,0.54,82,2,12628,4
Monastir,Delphin El Habib,2024-11-17,0.61,88,3,6072,3
Tunis,Laico Tunis Hotel,2024-11-18,0.72,96,10,16512,4
Tunis,Hotel Africa Tunis,2024-11-18,0.63,86,5,11954,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-18,0.71,109,5,22454,5
Sousse,El Mouradi Palace,2024-11-18,0.66,196,19,21756,4
Sousse,Marhaba Beach Hotel,2024-11-18,0.69,64,6,9216,4
Sousse,Riadh Palms Resort,2024-11-18,0.54,50,3,8100,4
Hammamet,La Badira,2024-11-18,0.72,68,4,18632,5
Hammamet,Iberostar Averroes,2024-11-18,0.69,156,8,18408,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-18,0.69,86,4,27176,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-18,0.7,168,7,43344,5
Djerba,Iberostar Mehari Djerba,2024-11-18,0.63,154,6,22022,4
Djerba,Vincci Helios Beach,2024-11-18,0.69,63,3,8379,4
Monastir,Hilton Skanes Monastir Beach,2024-11-18,0.74,66,7,13068,5
Monastir,One Resort Monastir,2024-11-18,0.59,70,4,10640,4
Monastir,Delphin El Habib,2024-11-18,0.6,176,14,13024,3
Tunis,Laico Tunis Hotel,2024-11-19,0.55,160,9,17920,4
Tunis,Hotel Africa Tunis,2024-11-19,0.7,146,7,16206,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-19,0.73,48,1,16368,5
Sousse,El Mouradi Palace,2024-11-19,0.58,175,5,26600,4
Sousse,Marhaba Beach Hotel,2024-11-19,0.72,73,4,11096,4
Sousse,Riadh Palms Resort,2024-11-19,0.57,85,3,13855,4
Hammamet,La Badira,2024-11-19,0.71,72,7,18360,5
Hammamet,Iberostar Averroes,2024-11-19,0.62,123,3,19188,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-19,0.75,118,7,36108,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-19,0.74,118,4,21948,5
Djerba,Iberostar Mehari Djerba,2024-11-19,0.73,158,12,18012,4
Djerba,Vincci Helios Beach,2024-11-19,0.64,183,12,18849,4
Monastir,Hilton Skanes Monastir Beach,2024-11-19,0.78,101,10,22119,5
Monastir,One Resort Monastir,2024-11-19,0.63,171,12,29412,4
Monastir,Delphin El Habib,2024-11-19,0.65,120,10,12840,3
Tunis,Laico Tunis Hotel,2024-11-20,0.66,138,4,17112,4
Tunis,Hotel Africa Tunis,2024-11-20,0.59,189,14,33075,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-20,0.81,73,8,15038,5
Sousse,El Mouradi Palace,2024-11-20,0.59,76,7,12236,4
Sousse,Marhaba Beach Hotel,2024-11-20,0.7,185,8,33300,4
Sousse,Riadh Palms Resort,2024-11-20,0.71,154,15,26950,4
Hammamet,La Badira,2024-11-20,0.81,137,6,38908,5
Hammamet,Iberostar Averroes,2024-11-20,0.74,126,4,15876,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-20,0.68,167,16,38744,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-20,0.84,81,4,15795,5
Djerba,Iberostar Mehari Djerba,2024-11-20,0.58,193,5,21037,4
Djerba,Vincci Helios Beach,2024-11-20,0.76,135,12,13905,4
Monastir,Hilton Skanes Monastir Beach,2024-11-20,0.76,64,3,20864,5
Monastir,One Resort Monastir,2024-11-20,0.59,116,3,16124,4
Monastir,Delphin El Habib,2024-11-20,0.53,112,4,10192,3
Tunis,Laico Tunis Hotel,2024-11-21,0.75,195,17,28860,4
Tunis,Hotel Africa Tunis,2024-11-21,0.63,180,6,21240,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-21,0.68,112,5,25088,5
Sousse,El Mouradi Palace,2024-11-21,0.6,182,14,22204,4
Sousse,Marhaba Beach Hotel,2024-11-21,0.57,46,4,7038,4
Sousse,Riadh Palms Resort,2024-11-21,0.6,174,11,28014,4
Hammamet,La Badira,2024-11-21,0.81,150,5,34350,5
Hammamet,Iberostar Averroes,2024-11-21,0.61,91,9,15470,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-21,0.77,188,9,47000,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-21,0.75,58,2,14152,5
Djerba,Iberostar Mehari Djerba,2024-11-21,0.6,144,15,18432,4
Djerba,Vincci Helios Beach,2024-11-21,0.71,58,4,8932,4
Monastir,Hilton Skanes Monastir Beach,2024-11-21,0.78,74,3,24568,5
Monastir,One Resort Monastir,2024-11-21,0.61,180,10,18180,4
Monastir,Delphin El Habib,2024-11-21,0.61,155,10,9765,3
Tunis,Laico Tunis Hotel,2024-11-22,0.67,68,5,10608,4
Tunis,Hotel Africa Tunis,2024-11-22,0.63,146,9,19272,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-22,0.74,124,10,34968,5
Sousse,El Mouradi Palace,2024-11-22,0.71,48,5,4896,4
Sousse,Marhaba Beach Hotel,2024-11-22,0.58,78,8,11310,4
Sousse,Riadh Palms Resort,2024-11-22,0.71,50,2,7950,4
Hammamet,La Badira,2024-11-22,0.68,94,7,22936,5
Hammamet,Iberostar Averroes,2024-11-22,0.75,45,2,7740,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-22,0.77,135,15,34560,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-22,0.81,63,3,17010,5
